sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
1,31,,1756493678792015,1756493678792141,1756493678843133,1756493679126431,1756493678805910,1756493679147504,126,283298,58170,341594,283275,58702,26,1920,1080,yolov5s,offload
4,121,,1756493679092194,1756493679092320,1756493679214279,1756493679415040,1756493679109108,1756493679435701,126,200761,125706,326593,200732,59874,34,1920,1080,yolov5s,offload
6,181,,1756493679295022,1756493679295149,1756493679416698,1756493679610145,1756493679311672,1756493679635270,127,193447,130024,323598,193422,59562,34,1920,1080,yolov5s,offload
8,241,,1756493679498238,1756493679498365,1756493679611270,1756493679804206,1756493679514365,1756493679824628,127,192936,117200,310263,192915,59642,28,1920,1080,yolov5s,offload
10,301,,1756493679701793,1756493679701917,1756493679805309,1756493679997987,1756493679717934,1756493680024561,124,192678,113825,306627,192656,59327,31,1920,1080,yolov5s,offload
12,361,,1756493679903514,1756493679903641,1756493679999088,1756493680191343,1756493679920355,1756493680225943,127,192255,113206,305588,192237,59100,23,1920,1080,yolov5s,offload
14,421,,1756493680107292,1756493680107417,1756493680192404,1756493680376323,1756493680124149,1756493680396538,125,183919,88345,272389,183901,59168,24,1920,1080,yolov5s,offload
15,451,,1756493680209094,1756493680209217,1756493680377300,1756493680560154,1756493680225856,1756493680583724,123,182854,174891,357868,182835,59162,24,1920,1080,yolov5s,offload
17,511,,1756493680411333,1756493680411457,1756493680561617,1756493680763227,1756493680427915,1756493680783647,124,201610,153998,355732,201589,59438,24,1920,1080,yolov5s,offload
19,571,,1756493680614272,1756493680614394,1756493680764257,1756493680961540,1756493680629407,1756493680982224,122,197283,155412,352817,197263,58911,25,1920,1080,yolov5s,offload
21,631,,1756493680819097,1756493680819223,1756493680962860,1756493681155054,1756493680833320,1756493681175553,126,192194,149913,342233,192172,60197,30,1920,1080,yolov5s,offload
23,691,,1756493681023867,1756493681023991,1756493681156358,1756493681340912,1756493681036892,1756493681362596,124,184554,141026,325704,184532,60306,29,1920,1080,yolov5s,offload
25,751,,1756493681223796,1756493681223918,1756493681342246,1756493681537666,1756493681239233,1756493681557912,122,195420,123137,318679,195400,60760,26,1920,1080,yolov5s,offload
27,811,,1756493681428603,1756493681428730,1756493681538954,1756493681734337,1756493681443264,1756493681754443,127,195383,115669,311179,195364,59928,25,1920,1080,yolov5s,offload
29,871,,1756493681630203,1756493681630334,1756493681735696,1756493681932471,1756493681646625,1756493681951792,131,196775,108261,305167,196753,61480,27,1920,1080,yolov5s,offload
31,931,,1756493681834713,1756493681834838,1756493681933774,1756493682130278,1756493681849148,1756493682150879,125,196504,105102,301731,196483,58654,26,1920,1080,yolov5s,offload
33,991,,1756493682034761,1756493682034907,1756493682131570,1756493682325260,1756493682051463,1756493682344722,146,193690,99423,293259,193673,58190,20,1920,1080,yolov5s,offload
35,1051,,1756493682239627,1756493682239761,1756493682326553,1756493682523518,1756493682255047,1756493682543045,134,196965,90899,287998,196948,57366,18,1920,1080,yolov5s,offload
37,1111,,1756493682443611,1756493682443733,1756493682524885,1756493682723303,1756493682458999,1756493682742811,122,198418,85272,283812,198403,57896,15,1920,1080,yolov5s,offload
39,1171,,1756493682646636,1756493682646761,1756493682724601,1756493682923072,1756493682662205,1756493682942535,125,198471,81734,280330,198457,57713,14,1920,1080,yolov5s,offload
41,1231,,1756493682849356,1756493682849478,1756493682924344,1756493683124113,1756493682865986,1756493683143716,122,199769,77839,277730,199753,57665,14,1920,1080,yolov5s,offload
43,1291,,1756493683051750,1756493683051882,1756493683125347,1756493683322902,1756493683068692,1756493683342424,132,197555,76045,273732,197539,57597,16,1920,1080,yolov5s,offload
