sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756495598910428,,,,1756495598874005,1756495602830505,0,0,49378,3956500,3907122,129971,23,1920,1080,yolov5m,local
3,91,,1756495602820729,,,,1756495601878708,1756495606823972,0,0,980621,4945264,3964643,59805,26,1920,1080,yolov5m,local
7,211,,1756495606788016,,,,1756495605884128,1756495610769120,0,0,901173,4884992,3983819,59839,24,1920,1080,yolov5m,local
11,331,,1756495610774800,,,,1756495609889667,1756495614811816,0,0,946288,4922149,3975861,59211,21,1920,1080,yolov5m,local
15,451,,1756495614753409,,,,1756495613894854,1756495618805814,0,0,868272,4910960,4042688,59162,27,1920,1080,yolov5m,local
19,571,,1756495618797600,,,,1756495617901073,1756495622798276,0,0,938409,4897203,3958794,58911,25,1920,1080,yolov5m,local
23,691,,1756495622759478,,,,1756495621906468,1756495626860505,0,0,850753,4954037,4103284,60306,28,1920,1080,yolov5m,local
27,811,,1756495626865693,,,,1756495625912934,1756495630923126,0,0,954556,5010192,4055636,59928,26,1920,1080,yolov5m,local
31,931,,1756495630923805,,,,1756495629918741,1756495634881644,0,0,1045862,4962903,3917041,58654,23,1920,1080,yolov5m,local
35,1051,,1756495634843604,,,,1756495633923065,1756495638934745,0,0,970823,5011680,4040857,57366,18,1920,1080,yolov5m,local
39,1171,,1756495637948867,,,,1756495637929188,1756495642868951,0,0,972225,4939763,3967538,57713,18,1920,1080,yolov5m,local
43,1291,,1756495641954468,,,,1756495641934898,1756495646964390,0,0,912100,5029492,4117392,57597,18,1920,1080,yolov5m,local
48,1441,,1756495646957496,,,,1756495646940562,1756495651061209,0,0,49454,4120647,4071193,58266,21,1920,1080,yolov5m,local
52,1561,,1756495650964546,,,,1756495650946173,1756495655055071,0,0,134746,4108898,3974152,58704,16,1920,1080,yolov5m,local
56,1681,,1756495654970840,,,,1756495654952654,1756495659253401,0,0,166835,4300747,4133912,59229,18,1920,1080,yolov5m,local
60,1801,,1756495658970950,,,,1756495658957683,1756495663350555,0,0,297422,4392872,4095450,60339,21,1920,1080,yolov5m,local
64,1921,,1756495662977632,,,,1756495662963946,1756495667241054,0,0,289572,4277108,3987536,60640,26,1920,1080,yolov5m,local
68,2041,,1756495666983213,,,,1756495666969998,1756495671336863,0,0,310244,4366865,4056621,60568,23,1920,1080,yolov5m,local
72,2161,,1756495670991640,,,,1756495670975449,1756495675330600,0,0,367166,4355151,3987985,61253,29,1920,1080,yolov5m,local
76,2281,,1756495674998521,,,,1756495674982213,1756495679528952,0,0,558137,4546739,3988602,61284,25,1920,1080,yolov5m,local
80,2401,,1756495679005539,,,,1756495678988952,1756495683625105,0,0,511483,4636153,4124670,63501,29,1920,1080,yolov5m,local
84,2521,,1756495683012560,,,,1756495682995984,1756495687516154,0,0,459401,4520170,4060769,66752,35,1920,1080,yolov5m,local
88,2641,,1756495687020107,,,,1756495687003270,1756495691612524,0,0,544584,4609254,4064670,63365,33,1920,1080,yolov5m,local
92,2761,,1756495691022910,,,,1756495691009452,1756495695606779,0,0,538144,4597327,4059183,59949,26,1920,1080,yolov5m,local
96,2881,,1756495695028212,,,,1756495695014683,1756495699599757,0,0,608187,4585074,3976887,59432,22,1920,1080,yolov5m,local
100,3001,,1756495699036653,,,,1756495699019986,1756495703695809,0,0,620618,4675823,4055205,58743,20,1920,1080,yolov5m,local
104,3121,,1756495703043202,,,,1756495703025967,1756495707689270,0,0,683192,4663303,3980111,59094,19,1920,1080,yolov5m,local
108,3241,,1756495707051561,,,,1756495707031889,1756495711580777,0,0,589849,4548888,3959039,60799,28,1920,1080,yolov5m,local
112,3361,,1756495711055280,,,,1756495711037412,1756495715677030,0,0,574518,4639618,4065100,60502,21,1920,1080,yolov5m,local
116,3481,,1756495715064948,,,,1756495715041998,1756495719701760,0,0,727723,4659762,3932039,58927,17,1920,1080,yolov5m,local
120,3601,,1756495719069684,,,,1756495719049210,1756495723664217,0,0,569034,4615007,4045973,59830,19,1920,1080,yolov5m,local
124,3721,,1756495723072030,,,,1756495723054941,1756495727657531,0,0,629620,4602590,3972970,58808,15,1920,1080,yolov5m,local
128,3841,,1756495727079541,,,,1756495727062711,1756495731651729,0,0,552698,4589018,4036320,58288,19,1920,1080,yolov5m,local
132,3961,,1756495731086578,,,,1756495731068618,1756495735645195,0,0,643115,4576577,3933462,58124,15,1920,1080,yolov5m,local
136,4081,,1756495735090533,,,,1756495735073901,1756495739536613,0,0,471208,4462712,3991504,58286,18,1920,1080,yolov5m,local
