sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
2,61,,1756488586559225,1756488586559352,1756488586612853,1756488586846844,1756488586571705,1756488586866566,127,233991,60743,294861,233972,59277,22,1920,1080,yolov5n,offload
5,151,,1756488586863073,1756488586863193,1756488586935507,1756488587104826,1756488586875975,1756488587124396,120,169319,78982,248421,169301,60166,23,1920,1080,yolov5n,offload
7,211,,1756488587066076,1756488587066202,1756488587165815,1756488587325023,1756488587078479,1756488587385425,126,159208,147612,306946,159191,59839,23,1920,1080,yolov5n,offload
9,271,,1756488587266673,1756488587266801,1756488587383269,1756488587555690,1756488587280541,1756488587589282,128,172421,136192,308741,172403,60144,22,1920,1080,yolov5n,offload
11,331,,1756488587471370,1756488587471495,1756488587556829,1756488587735410,1756488587484102,1756488587792113,125,178581,129305,308011,178565,59211,20,1920,1080,yolov5n,offload
12,361,,1756488587572435,1756488587572562,1756488587736424,1756488587876758,1756488587585858,1756488587896859,127,140334,170540,311001,140315,59100,22,1920,1080,yolov5n,offload
14,421,,1756488587775373,1756488587775501,1756488587878117,1756488588047227,1756488587788746,1756488588066779,128,169110,108795,278033,169093,59168,20,1920,1080,yolov5n,offload
16,481,,1756488587977254,1756488587977382,1756488588048457,1756488588236677,1756488587990537,1756488588298651,128,188220,119766,308114,188203,58983,19,1920,1080,yolov5n,offload
17,511,,1756488588078833,1756488588078983,1756488588237915,1756488588415124,1756488588091453,1756488588434612,150,177209,165800,343159,177191,59438,21,1920,1080,yolov5n,offload
19,571,,1756488588282194,1756488588282318,1756488588416366,1756488588568702,1756488588294970,1756488588588616,124,152336,141186,293646,152317,58911,23,1920,1080,yolov5n,offload
21,631,,1756488588485000,1756488588485129,1756488588570029,1756488588761577,1756488588498292,1756488588781901,129,191548,91932,283609,191530,60197,22,1920,1080,yolov5n,offload
23,691,,1756488588690274,1756488588690400,1756488588762583,1756488588958748,1756488588701751,1756488588978694,126,196165,80652,276943,196144,60306,29,1920,1080,yolov5n,offload
24,721,,1756488588789884,1756488588790010,1756488588959647,1756488589109548,1756488588803188,1756488589130713,126,149901,177498,327525,149880,60195,26,1920,1080,yolov5n,offload
26,781,,1756488589001882,1756488589002012,1756488589111505,1756488589276859,1756488589007088,1756488589296766,130,165354,124194,289678,165335,61022,25,1920,1080,yolov5n,offload
28,841,,1756488589197519,1756488589197651,1756488589278157,1756488589469021,1756488589209387,1756488589488205,132,190864,87822,278818,190846,60352,21,1920,1080,yolov5n,offload
30,901,,1756488589399920,1756488589400049,1756488589469870,1756488589610553,1756488589412933,1756488589629159,129,140683,75414,216226,140665,60208,23,1920,1080,yolov5n,offload
31,931,,1756488589499912,1756488589500035,1756488589611738,1756488589774193,1756488589513600,1756488589792784,123,162455,116606,279184,162437,58654,23,1920,1080,yolov5n,offload
33,991,,1756488589701983,1756488589702110,1756488589775262,1756488589962476,1756488589715848,1756488589981007,127,187214,77818,265159,187198,58190,18,1920,1080,yolov5n,offload
34,1021,,1756488589803492,1756488589803621,1756488589963469,1756488590099869,1756488589816453,1756488590118572,129,136400,165590,302119,136385,57897,15,1920,1080,yolov5n,offload
36,1081,,1756488590006686,1756488590006814,1756488590101207,1756488590277963,1756488590019682,1756488590297422,128,176756,100856,277740,176741,57664,16,1920,1080,yolov5n,offload
38,1141,,1756488590209489,1756488590209616,1756488590278852,1756488590477010,1756488590222746,1756488590496238,127,198158,75207,273492,198143,58015,15,1920,1080,yolov5n,offload
40,1201,,1756488590413441,1756488590413571,1756488590477882,1756488590670212,1756488590425843,1756488590690877,130,192330,72574,265034,192315,57794,14,1920,1080,yolov5n,offload
41,1231,,1756488590514952,1756488590515075,1756488590671442,1756488590817028,1756488590526901,1756488590835540,123,145586,162930,308639,145572,57665,13,1920,1080,yolov5n,offload
43,1291,,1756488590716406,1756488590716539,1756488590818060,1756488590981751,1756488590728549,1756488591000366,133,163691,107993,271817,163675,57597,16,1920,1080,yolov5n,offload
45,1351,,1756488590914054,1756488590914182,1756488590982794,1756488591120888,1756488590931089,1756488591139692,128,138094,70381,208603,138076,58443,23,1920,1080,yolov5n,offload
46,1381,,1756488591019145,1756488591019282,1756488591121958,1756488591290767,1756488591033030,1756488591309411,137,168809,107435,276381,168792,59230,20,1920,1080,yolov5n,offload
48,1441,,1756488591222500,1756488591222634,1756488591291870,1756488591429072,1756488591235327,1756488591447561,134,137202,74898,212234,137186,58266,17,1920,1080,yolov5n,offload
49,1471,,1756488591324315,1756488591324446,1756488591430193,1756488591593850,1756488591336800,1756488591613044,131,163657,112456,276244,163639,59062,20,1920,1080,yolov5n,offload
51,1531,,1756488591523374,1756488591523499,1756488591594900,1756488591731793,1756488591539266,1756488591750152,125,136893,73868,210886,136878,58738,16,1920,1080,yolov5n,offload
52,1561,,1756488591628049,1756488591628181,1756488591733126,1756488591898270,1756488591640437,1756488591916976,132,165144,111263,276539,165128,58704,16,1920,1080,yolov5n,offload
54,1621,,1756488591828611,1756488591828736,1756488591898533,1756488592090892,1756488591843830,1756488592109533,125,192359,73219,265703,192343,58347,14,1920,1080,yolov5n,offload
55,1651,,1756488591932516,1756488591932641,1756488592092155,1756488592278459,1756488591944367,1756488592297219,125,186304,166423,352852,186288,58256,15,1920,1080,yolov5n,offload
57,1711,,1756488592135346,1756488592135478,1756488592279741,1756488592449136,1756488592147942,1756488592470631,132,169395,153162,322689,169379,59468,15,1920,1080,yolov5n,offload
59,1771,,1756488592337332,1756488592337459,1756488592450474,1756488592619636,1756488592350894,1756488592639044,127,169162,118861,288150,169145,59841,19,1920,1080,yolov5n,offload
61,1831,,1756488592537718,1756488592537841,1756488592620970,1756488592798068,1756488592553308,1756488592816687,123,177098,86158,263379,177082,60233,19,1920,1080,yolov5n,offload
62,1861,,1756488592641544,1756488592641667,1756488592799291,1756488592991979,1756488592654438,1756488593011075,123,192688,163826,356637,192673,60742,17,1920,1080,yolov5n,offload
64,1921,,1756488592841787,1756488592841912,1756488592992887,1756488593151384,1756488592858099,1756488593170007,125,158497,153286,311908,158474,60640,26,1920,1080,yolov5n,offload
66,1981,,1756488593047152,1756488593047278,1756488593152273,1756488593322691,1756488593060468,1756488593341398,126,170418,110386,280930,170401,60639,23,1920,1080,yolov5n,offload
68,2041,,1756488593250177,1756488593250301,1756488593322929,1756488593458473,1756488593263706,1756488593477057,124,135544,77683,213351,135529,60568,18,1920,1080,yolov5n,offload
69,2071,,1756488593351241,1756488593351368,1756488593458936,1756488593592926,1756488593364805,1756488593611345,127,133990,112423,246540,133974,61046,18,1920,1080,yolov5n,offload
70,2101,,1756488593448902,1756488593449029,1756488593593239,1756488593726570,1756488593465578,1756488593744965,127,133331,145929,279387,133315,60860,18,1920,1080,yolov5n,offload
72,2161,,1756488593654614,1756488593654742,1756488593726840,1756488593860614,1756488593668021,1756488593879010,128,133774,77087,210989,133757,61253,18,1920,1080,yolov5n,offload
73,2191,,1756488593756074,1756488593756197,1756488593860869,1756488593995116,1756488593769367,1756488594013991,123,134247,110254,244624,134230,61031,19,1920,1080,yolov5n,offload
74,2221,,1756488593855006,1756488593855135,1756488593995351,1756488594128418,1756488593871116,1756488594147422,129,133067,143110,276306,133051,61167,18,1920,1080,yolov5n,offload
76,2281,,1756488594061248,1756488594061372,1756488594128785,1756488594264696,1756488594074676,1756488594283315,124,135911,72604,208639,135892,61284,21,1920,1080,yolov5n,offload
77,2311,,1756488594162681,1756488594162807,1756488594264959,1756488594400335,1756488594176093,1756488594419086,126,135376,107491,242993,135359,61314,22,1920,1080,yolov5n,offload
78,2341,,1756488594266033,1756488594266158,1756488594400618,1756488594536378,1756488594277773,1756488594555736,125,135760,142078,277963,135739,61306,27,1920,1080,yolov5n,offload
80,2401,,1756488594467433,1756488594467568,1756488594536810,1756488594672404,1756488594480778,1756488594691035,135,135594,74528,210257,135575,63501,25,1920,1080,yolov5n,offload
81,2431,,1756488594568530,1756488594568663,1756488594672757,1756488594810106,1756488594582147,1756488594828770,133,137349,109141,246623,137330,64553,27,1920,1080,yolov5n,offload
82,2461,,1756488594671028,1756488594671164,1756488594810388,1756488594945941,1756488594683981,1756488594964589,136,135553,144919,280608,135533,65163,30,1920,1080,yolov5n,offload
84,2521,,1756488594874892,1756488594875027,1756488594946232,1756488595082768,1756488594886442,1756488595101332,135,136536,78219,214890,136516,66752,31,1920,1080,yolov5n,offload
85,2551,,1756488594974960,1756488594975093,1756488595083009,1756488595221296,1756488594987994,1756488595239995,133,138287,113581,252001,138265,66802,33,1920,1080,yolov5n,offload
86,2581,,1756488595077269,1756488595077401,1756488595221547,1756488595357749,1756488595089739,1756488595376491,132,136202,150418,286752,136182,65367,30,1920,1080,yolov5n,offload
88,2641,,1756488595279099,1756488595279232,1756488595358089,1756488595493337,1756488595292683,1756488595512893,133,135248,84829,220210,135229,63365,24,1920,1080,yolov5n,offload
89,2671,,1756488595380221,1756488595380351,1756488595493980,1756488595628525,1756488595393882,1756488595647827,130,134545,119270,253945,134525,61861,24,1920,1080,yolov5n,offload
90,2701,,1756488595481012,1756488595481142,1756488595628895,1756488595765698,1756488595494583,1756488595786845,130,136803,155329,292262,136784,60405,28,1920,1080,yolov5n,offload
92,2761,,1756488595683125,1756488595683252,1756488595766104,1756488595901803,1756488595696518,1756488595920985,127,135699,88641,224467,135682,59949,22,1920,1080,yolov5n,offload
93,2791,,1756488595784733,1756488595784861,1756488595902024,1756488596037474,1756488595798246,1756488596056161,128,135450,122337,257915,135433,60241,21,1920,1080,yolov5n,offload
95,2851,,1756488595988296,1756488595988424,1756488596037695,1756488596171692,1756488596001653,1756488596191249,128,133997,55471,189596,133981,59339,20,1920,1080,yolov5n,offload
96,2881,,1756488596089759,1756488596089887,1756488596171963,1756488596308178,1756488596102846,1756488596327266,128,136215,88077,224420,136197,59432,22,1920,1080,yolov5n,offload
97,2911,,1756488596192491,1756488596192620,1756488596308703,1756488596445129,1756488596203645,1756488596464220,129,136426,124020,260575,136409,58936,21,1920,1080,yolov5n,offload
98,2941,,1756488596294570,1756488596294694,1756488596445366,1756488596578958,1756488596304398,1756488596598356,124,133592,160242,293958,133577,58795,19,1920,1080,yolov5n,offload
100,3001,,1756488596491469,1756488596491598,1756488596579221,1756488596711589,1756488596507629,1756488596733620,129,132368,93494,225991,132353,58743,16,1920,1080,yolov5n,offload
101,3031,,1756488596596004,1756488596596131,1756488596711829,1756488596845050,1756488596608749,1756488596864208,127,133221,122111,255459,133206,58688,20,1920,1080,yolov5n,offload
103,3091,,1756488596797811,1756488596797941,1756488596845255,1756488596982028,1756488596811289,1756488597000455,130,136773,52263,189166,136759,58490,18,1920,1080,yolov5n,offload
104,3121,,1756488596900436,1756488596900567,1756488596982268,1756488597116181,1756488596912889,1756488597136956,131,133913,90023,224067,133896,59094,17,1920,1080,yolov5n,offload
105,3151,,1756488597001863,1756488597001995,1756488597116415,1756488597250457,1756488597013862,1756488597270330,132,134042,122294,256468,134027,58613,18,1920,1080,yolov5n,offload
107,3211,,1756488597203157,1756488597203284,1756488597250735,1756488597385958,1756488597215622,1756488597405918,127,135223,54946,190296,135204,59962,23,1920,1080,yolov5n,offload
108,3241,,1756488597305475,1756488597305603,1756488597386252,1756488597522430,1756488597317019,1756488597545498,128,136178,92173,228479,136159,60799,24,1920,1080,yolov5n,offload
109,3271,,1756488597408353,1756488597408478,1756488597522726,1756488597659312,1756488597419326,1756488597677769,125,136586,121732,258443,136567,60908,24,1920,1080,yolov5n,offload
111,3331,,1756488597610354,1756488597610482,1756488597659534,1756488597793365,1756488597623182,1756488597812173,128,133831,55032,188991,133812,60710,23,1920,1080,yolov5n,offload
112,3361,,1756488597711224,1756488597711347,1756488597793654,1756488597927709,1756488597725175,1756488597951235,123,134055,91882,226060,134041,60502,18,1920,1080,yolov5n,offload
113,3391,,1756488597812848,1756488597812972,1756488597927954,1756488598066068,1756488597826572,1756488598084887,124,138114,120077,258315,138093,59971,25,1920,1080,yolov5n,offload
115,3451,,1756488598016280,1756488598016401,1756488598066317,1756488598200585,1756488598029918,1756488598219089,121,134268,54782,189171,134250,59288,18,1920,1080,yolov5n,offload
116,3481,,1756488598116951,1756488598117072,1756488598200843,1756488598335915,1756488598130551,1756488598354347,121,135072,88603,223796,135056,58927,14,1920,1080,yolov5n,offload
117,3511,,1756488598217900,1756488598218023,1756488598336250,1756488598468010,1756488598231503,1756488598486497,123,131760,123111,254994,131744,59033,16,1920,1080,yolov5n,offload
119,3571,,1756488598421409,1756488598421531,1756488598468235,1756488598602282,1756488598434908,1756488598621558,122,134047,52481,186650,134031,59554,18,1920,1080,yolov5n,offload
120,3601,,1756488598522730,1756488598522849,1756488598603020,1756488598736838,1756488598536182,1756488598755696,119,133818,85577,219514,133800,59830,18,1920,1080,yolov5n,offload
121,3631,,1756488598624808,1756488598624932,1756488598737098,1756488598871083,1756488598638251,1756488598889731,124,133985,117371,251480,133969,59016,16,1920,1080,yolov5n,offload
122,3661,,1756488598726589,1756488598726714,1756488598871439,1756488599004319,1756488598739994,1756488599022820,125,132880,149821,282826,132866,58544,13,1920,1080,yolov5n,offload
124,3721,,1756488598929492,1756488598929613,1756488599004706,1756488599137221,1756488598942410,1756488599155483,121,132515,80437,213073,132500,58808,16,1920,1080,yolov5n,offload
125,3751,,1756488599030725,1756488599030849,1756488599137457,1756488599272660,1756488599044235,1756488599292007,124,135203,112445,247772,135188,58055,16,1920,1080,yolov5n,offload
126,3781,,1756488599132898,1756488599133015,1756488599272923,1756488599405644,1756488599145988,1756488599424491,117,132721,145665,278503,132706,58140,15,1920,1080,yolov5n,offload
128,3841,,1756488599336734,1756488599336852,1756488599405959,1756488599536916,1756488599349678,1756488599555988,118,130957,75235,206310,130944,58288,15,1920,1080,yolov5n,offload
129,3871,,1756488599439398,1756488599439520,1756488599537155,1756488599672014,1756488599450885,1756488599690681,122,134859,104815,239796,134843,58256,15,1920,1080,yolov5n,offload
130,3901,,1756488599537970,1756488599538087,1756488599672255,1756488599802782,1756488599551639,1756488599821500,117,130527,139217,269861,130514,58065,15,1920,1080,yolov5n,offload
132,3961,,1756488599739710,1756488599739822,1756488599803044,1756488599936725,1756488599753345,1756488599955172,112,133681,68034,201827,133667,58124,14,1920,1080,yolov5n,offload
133,3991,,1756488599841645,1756488599841764,1756488599936956,1756488600072244,1756488599855179,1756488600090644,119,135288,100058,235465,135275,58018,13,1920,1080,yolov5n,offload
134,4021,,1756488599942754,1756488599942894,1756488600072747,1756488600205067,1756488599956364,1756488600224128,140,132320,135304,267764,132307,57928,14,1920,1080,yolov5n,offload
136,4081,,1756488600146882,1756488600146999,1756488600205351,1756488600339209,1756488600160316,1756488600359878,117,133858,65587,199562,133843,58286,14,1920,1080,yolov5n,offload
137,4111,,1756488600248897,1756488600249021,1756488600339450,1756488600472712,1756488600261817,1756488600491857,124,133262,96654,230040,133249,58674,13,1920,1080,yolov5n,offload
138,4141,,1756488600350834,1756488600350972,1756488600473070,1756488600603564,1756488600363287,1756488600624213,138,130494,130294,260926,130476,58616,17,1920,1080,yolov5n,offload
140,4201,,1756488600555253,1756488600555374,1756488600603873,1756488600737081,1756488600566546,1756488600756576,121,133208,56701,190030,133194,58131,16,1920,1080,yolov5n,offload
141,4231,,1756488600655218,1756488600655337,1756488600737315,1756488600871154,1756488600667631,1756488600894622,119,133839,93033,226991,133824,59102,18,1920,1080,yolov5n,offload
142,4261,,1756488600757042,1756488600757165,1756488600871453,1756488601006971,1756488600768968,1756488601026232,123,135518,121623,257264,135506,58872,14,1920,1080,yolov5n,offload
144,4321,,1756488600959985,1756488600960103,1756488601007196,1756488601138913,1756488600972307,1756488601157967,118,131717,53825,185660,131704,57811,10,1920,1080,yolov5n,offload
145,4351,,1756488601057414,1756488601057531,1756488601139157,1756488601272581,1756488601073850,1756488601291099,117,133424,83708,217249,133409,57984,11,1920,1080,yolov5n,offload
146,4381,,1756488601161239,1756488601161357,1756488601272816,1756488601405476,1756488601174377,1756488601424054,118,132660,116899,249677,132648,57848,13,1920,1080,yolov5n,offload
147,4411,,1756488601262710,1756488601262828,1756488601405714,1756488601537843,1756488601276155,1756488601556852,118,132129,148450,280697,132115,58051,11,1920,1080,yolov5n,offload
149,4471,,1756488601465733,1756488601465851,1756488601538102,1756488601672969,1756488601478727,1756488601691537,118,134867,77825,212810,134854,58188,12,1920,1080,yolov5n,offload
150,4501,,1756488601567076,1756488601567199,1756488601673257,1756488601807822,1756488601580261,1756488601826403,123,134565,111454,246142,134552,57445,9,1920,1080,yolov5n,offload
151,4531,,1756488601668544,1756488601668659,1756488601808398,1756488601941567,1756488601682032,1756488601960957,115,133169,145641,278925,133156,57274,13,1920,1080,yolov5n,offload
153,4591,,1756488601869835,1756488601869952,1756488601942207,1756488602073317,1756488601886062,1756488602093266,117,131110,75977,207204,131096,57485,10,1920,1080,yolov5n,offload
154,4621,,1756488601971103,1756488601971221,1756488602073551,1756488602208248,1756488601987562,1756488602226686,118,134697,104309,239124,134683,57822,12,1920,1080,yolov5n,offload
155,4651,,1756488602075774,1756488602075889,1756488602208801,1756488602339831,1756488602089333,1756488602358637,115,131030,138159,269304,131017,57657,13,1920,1080,yolov5n,offload
157,4711,,1756488602278958,1756488602279080,1756488602340090,1756488602472805,1756488602292363,1756488602491677,122,132715,66477,199314,132699,58789,11,1920,1080,yolov5n,offload
158,4741,,1756488602380358,1756488602380480,1756488602473034,1756488602607582,1756488602394028,1756488602626200,122,134548,97502,232172,134534,58126,12,1920,1080,yolov5n,offload
159,4771,,1756488602479737,1756488602479855,1756488602607821,1756488602740832,1756488602496016,1756488602759480,118,133011,130335,263464,132998,58662,13,1920,1080,yolov5n,offload
161,4831,,1756488602685822,1756488602685940,1756488602741097,1756488602874133,1756488602698824,1756488602892781,118,133036,60803,193957,133022,58193,13,1920,1080,yolov5n,offload
162,4861,,1756488602787072,1756488602787190,1756488602874373,1756488603009189,1756488602800171,1756488603027836,118,134816,92731,227665,134803,57767,12,1920,1080,yolov5n,offload
163,4891,,1756488602886462,1756488602886578,1756488603009428,1756488603141478,1756488602902185,1756488603159949,116,132050,125598,257764,132035,57839,11,1920,1080,yolov5n,offload
165,4951,,1756488603092001,1756488603092124,1756488603141776,1756488603275398,1756488603105515,1756488603293836,123,133622,54576,188321,133606,59033,16,1920,1080,yolov5n,offload
166,4981,,1756488603193696,1756488603193821,1756488603275635,1756488603409322,1756488603206626,1756488603428848,125,133687,88410,222222,133672,59830,16,1920,1080,yolov5n,offload
167,5011,,1756488603294790,1756488603294934,1756488603409563,1756488603542463,1756488603308245,1756488603561539,144,132900,120250,253294,132887,60283,14,1920,1080,yolov5n,offload
169,5071,,1756488603495060,1756488603495179,1756488603542738,1756488603674440,1756488603511539,1756488603696022,119,131702,52662,184483,131687,60763,20,1920,1080,yolov5n,offload
170,5101,,1756488603596625,1756488603596746,1756488603674716,1756488603807278,1756488603613183,1756488603826728,121,132562,80862,213545,132544,61128,19,1920,1080,yolov5n,offload
171,5131,,1756488603700948,1756488603701070,1756488603807595,1756488603942873,1756488603714447,1756488603961548,122,135278,111701,247101,135260,60219,22,1920,1080,yolov5n,offload
172,5161,,1756488603803740,1756488603803857,1756488603943249,1756488604074693,1756488603816205,1756488604095056,117,131444,147290,278851,131427,59994,21,1920,1080,yolov5n,offload
174,5221,,1756488604002606,1756488604002724,1756488604074962,1756488604206652,1756488604019232,1756488604225863,118,131690,74823,206631,131674,61154,16,1920,1080,yolov5n,offload
175,5251,,1756488604107284,1756488604107406,1756488604206890,1756488604341325,1756488604120455,1756488604359716,122,134435,104704,239261,134421,60338,16,1920,1080,yolov5n,offload
