sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756494321271794,,,,1756494321268090,1756494323114826,0,0,19478,1846736,1827258,129971,26,1920,1080,yolov5s,local
7,211,,1756494323102790,,,,1756494321739985,1756494324885017,0,0,1376308,3145032,1768724,59839,22,1920,1080,yolov5s,local
27,811,,1756494323110175,,,,1756494323086500,1756494326676927,0,0,1797876,3590427,1792551,59928,23,1920,1080,yolov5s,local
80,2401,,1756494326654239,,,,1756494326658382,1756494328487182,0,0,19042,1828800,1809758,63501,25,1920,1080,yolov5s,local
107,3211,,1756494328468897,,,,1756494328475848,1756494330281767,0,0,15339,1805919,1790580,59962,25,1920,1080,yolov5s,local
133,3991,,1756494330222378,,,,1756494330226059,1756494332069002,0,0,52799,1842943,1790144,58018,14,1920,1080,yolov5s,local
160,4801,,1756494332043041,,,,1756494332046929,1756494333884129,0,0,22842,1837200,1814358,58269,14,1920,1080,yolov5s,local
187,5611,,1756494333862552,,,,1756494333866326,1756494335677782,0,0,24649,1811456,1786807,58533,18,1920,1080,yolov5s,local
213,6391,,1756494335615017,,,,1756494335618621,1756494337470398,0,0,54828,1851777,1796949,56766,16,1920,1080,yolov5s,local
240,7201,,1756494337439686,,,,1756494337438930,1756494339254614,0,0,34580,1815684,1781104,56926,13,1920,1080,yolov5s,local
266,7981,,1756494339190014,,,,1756494339192009,1756494341047803,0,0,59426,1855794,1796368,57476,16,1920,1080,yolov5s,local
293,8791,,1756494341009994,,,,1756494341013108,1756494342835321,0,0,39153,1822213,1783060,58530,16,1920,1080,yolov5s,local
319,9571,,1756494342763832,,,,1756494342766675,1756494344616665,0,0,65494,1849990,1784496,57253,19,1920,1080,yolov5s,local
346,10381,,1756494344582904,,,,1756494344585118,1756494346419561,0,0,32261,1834443,1802182,57531,16,1920,1080,yolov5s,local
373,11191,,1756494346399830,,,,1756494346403885,1756494348195577,0,0,17561,1791692,1774131,58186,15,1920,1080,yolov5s,local
399,11971,,1756494348154053,,,,1756494348156776,1756494349988534,0,0,37868,1831758,1793890,57405,12,1920,1080,yolov5s,local
426,12781,,1756494349970184,,,,1756494349976665,1756494351765849,0,0,14159,1789184,1775025,57237,12,1920,1080,yolov5s,local
452,13561,,1756494351732544,,,,1756494351730638,1756494353550878,0,0,37057,1820240,1783183,57759,16,1920,1080,yolov5s,local
478,14341,,1756494353479148,,,,1756494353481519,1756494355345436,0,0,70787,1863917,1793130,57656,16,1920,1080,yolov5s,local
505,15151,,1756494355297797,,,,1756494355300374,1756494357139020,0,0,41994,1838646,1796652,59286,22,1920,1080,yolov5s,local
532,15961,,1756494357118966,,,,1756494357118827,1756494358975839,0,0,21640,1857012,1835372,59040,22,1920,1080,yolov5s,local
559,16771,,1756494358936027,,,,1756494358938858,1756494360811318,0,0,40350,1872460,1832110,59232,22,1920,1080,yolov5s,local
586,17581,,1756494360755568,,,,1756494360758556,1756494362650281,0,0,52700,1891725,1839025,61115,20,1920,1080,yolov5s,local
613,18391,,1756494362579125,,,,1756494362577969,1756494364488428,0,0,69746,1910459,1840713,58321,18,1920,1080,yolov5s,local
641,19231,,1756494364462148,,,,1756494364464378,1756494366330813,0,0,27778,1866435,1838657,58485,15,1920,1080,yolov5s,local
668,20041,,1756494366281845,,,,1756494366282729,1756494368164860,0,0,49733,1882131,1832398,58394,19,1920,1080,yolov5s,local
695,20851,,1756494368100652,,,,1756494368101585,1756494370011969,0,0,59446,1910384,1850938,57410,12,1920,1080,yolov5s,local
723,21691,,1756494369987149,,,,1756494369989892,1756494371852445,0,0,26674,1862553,1835879,58049,20,1920,1080,yolov5s,local
750,22501,,1756494371807684,,,,1756494371807379,1756494373685084,0,0,47152,1877705,1830553,57987,17,1920,1080,yolov5s,local
777,23311,,1756494373624564,,,,1756494373626492,1756494375454276,0,0,53455,1827784,1774329,57578,15,1920,1080,yolov5s,local
804,24121,,1756494375443163,,,,1756494375445024,1756494377299154,0,0,10000,1854130,1844130,57980,13,1920,1080,yolov5s,local
