sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756489226479199,,,,1756489226459061,1756489227413657,0,0,46310,954596,908286,129971,18,1920,1080,yolov5n,local
13,391,,1756489227392205,,,,1756489227336002,1756489228285909,0,0,80127,949907,869780,58963,18,1920,1080,yolov5n,local
14,421,,1756489227392336,,,,1756489227403725,1756489229162357,0,0,889363,1758632,869269,59168,14,1920,1080,yolov5n,local
39,1171,,1756489229074047,,,,1756489229088640,1756489230071439,0,0,67264,982799,915535,57713,10,1920,1080,yolov5n,local
53,1591,,1756489230015703,,,,1756489230030416,1756489230942565,0,0,41043,912149,871106,58357,10,1920,1080,yolov5n,local
66,1981,,1756489230888986,,,,1756489230906238,1756489231842134,0,0,37371,935896,898525,60639,13,1920,1080,yolov5n,local
79,2371,,1756489231768161,,,,1756489231782464,1756489232728065,0,0,62446,945601,883155,61969,18,1920,1080,yolov5n,local
92,2761,,1756489232644243,,,,1756489232658263,1756489233609660,0,0,67127,951397,884270,59949,17,1920,1080,yolov5n,local
105,3151,,1756489233523236,,,,1756489233536682,1756489234482960,0,0,75896,946278,870382,58613,16,1920,1080,yolov5n,local
118,3541,,1756489234397684,,,,1756489234412088,1756489235360201,0,0,72267,948113,875846,59443,11,1920,1080,yolov5n,local
131,3931,,1756489235274336,,,,1756489235288439,1756489236220064,0,0,70918,931625,860707,58157,10,1920,1080,yolov5n,local
144,4321,,1756489236149901,,,,1756489236163785,1756489237117190,0,0,58620,953405,894785,57811,7,1920,1080,yolov5n,local
157,4711,,1756489237026752,,,,1756489237039825,1756489237981799,0,0,72484,941974,869490,58789,8,1920,1080,yolov5n,local
170,5101,,1756489237901125,,,,1756489237914865,1756489238856857,0,0,71466,941992,870526,61128,13,1920,1080,yolov5n,local
183,5491,,1756489238776722,,,,1756489238791165,1756489239726128,0,0,67116,934963,867847,59081,16,1920,1080,yolov5n,local
196,5881,,1756489239655111,,,,1756489239668371,1756489240580899,0,0,53875,912528,858653,57832,17,1920,1080,yolov5n,local
209,6271,,1756489240526694,,,,1756489240544177,1756489241465987,0,0,40063,921810,881747,57183,15,1920,1080,yolov5n,local
222,6661,,1756489241407290,,,,1756489241421752,1756489242329434,0,0,40723,907682,866959,57000,13,1920,1080,yolov5n,local
235,7051,,1756489242283044,,,,1756489242296947,1756489243200529,0,0,33155,903582,870427,57219,14,1920,1080,yolov5n,local
248,7441,,1756489243159096,,,,1756489243173632,1756489244075214,0,0,28904,901582,872678,57139,13,1920,1080,yolov5n,local
261,7831,,1756489244037110,,,,1756489244050436,1756489244949608,0,0,23480,899172,875692,57727,18,1920,1080,yolov5n,local
274,8221,,1756489244912446,,,,1756489244926559,1756489245823304,0,0,23951,896745,872794,57861,14,1920,1080,yolov5n,local
287,8611,,1756489245789089,,,,1756489245803606,1756489246705302,0,0,19846,901696,881850,59296,14,1920,1080,yolov5n,local
300,9001,,1756489246670654,,,,1756489246678556,1756489247575892,0,0,26563,897336,870773,56858,12,1920,1080,yolov5n,local
313,9391,,1756489247539317,,,,1756489247554115,1756489248441885,0,0,22772,887770,864998,57824,13,1920,1080,yolov5n,local
326,9781,,1756489248414569,,,,1756489248429287,1756489249314569,0,0,12982,885282,872300,57591,18,1920,1080,yolov5n,local
338,10141,,1756489249223764,,,,1756489249238443,1756489250194476,0,0,75544,956033,880489,56870,11,1920,1080,yolov5n,local
352,10561,,1756489250166852,,,,1756489250181621,1756489251068866,0,0,16231,887245,871014,58469,14,1920,1080,yolov5n,local
364,10921,,1756489250974218,,,,1756489250991031,1756489251937912,0,0,79759,946881,867122,59382,16,1920,1080,yolov5n,local
377,11311,,1756489251856822,,,,1756489251867588,1756489252813483,0,0,68887,945895,877008,58506,13,1920,1080,yolov5n,local
390,11701,,1756489252729860,,,,1756489252744048,1756489253684542,0,0,69935,940494,870559,57531,11,1920,1080,yolov5n,local
403,12091,,1756489253607102,,,,1756489253620727,1756489254552277,0,0,67132,931550,864418,57828,9,1920,1080,yolov5n,local
416,12481,,1756489254481233,,,,1756489254495549,1756489255411928,0,0,51560,916379,864819,57337,11,1920,1080,yolov5n,local
429,12871,,1756489255358620,,,,1756489255371127,1756489256277591,0,0,40460,906464,866004,57413,12,1920,1080,yolov5n,local
442,13261,,1756489256232929,,,,1756489256247652,1756489257149656,0,0,30202,902004,871802,57605,15,1920,1080,yolov5n,local
455,13651,,1756489257110160,,,,1756489257124030,1756489258012613,0,0,26067,888583,862516,57681,13,1920,1080,yolov5n,local
468,14041,,1756489257987106,,,,1756489258001616,1756489258881620,0,0,12155,880004,867849,58874,13,1920,1080,yolov5n,local
480,14401,,1756489258794965,,,,1756489258808800,1756489259751523,0,0,75600,942723,867123,57865,14,1920,1080,yolov5n,local
493,14791,,1756489259670777,,,,1756489259685271,1756489260617070,0,0,67192,931799,864607,57879,17,1920,1080,yolov5n,local
506,15181,,1756489260547210,,,,1756489260561306,1756489261484762,0,0,55380,923456,868076,58811,21,1920,1080,yolov5n,local
519,15571,,1756489261423821,,,,1756489261438139,1756489262347677,0,0,43778,909538,865760,57272,14,1920,1080,yolov5n,local
532,15961,,1756489262301938,,,,1756489262315759,1756489263215737,0,0,33302,899978,866676,59040,17,1920,1080,yolov5n,local
545,16351,,1756489263181762,,,,1756489263192053,1756489264076912,0,0,24413,884859,860446,57478,12,1920,1080,yolov5n,local
557,16711,,1756489263988443,,,,1756489264001006,1756489264950492,0,0,77614,949486,871872,58980,17,1920,1080,yolov5n,local
570,17101,,1756489264863255,,,,1756489264877331,1756489265819297,0,0,70528,941966,871438,60933,20,1920,1080,yolov5n,local
583,17491,,1756489265739917,,,,1756489265754202,1756489266696031,0,0,69143,941829,872686,60177,17,1920,1080,yolov5n,local
596,17881,,1756489266618538,,,,1756489266631139,1756489267558512,0,0,65897,927373,861476,60044,22,1920,1080,yolov5n,local
609,18271,,1756489267493831,,,,1756489267508025,1756489268424797,0,0,48462,916772,868310,59125,17,1920,1080,yolov5n,local
622,18661,,1756489268370000,,,,1756489268383839,1756489269291257,0,0,39169,907418,868249,59866,23,1920,1080,yolov5n,local
635,19051,,1756489269249156,,,,1756489269261981,1756489270157587,0,0,29441,895606,866165,57817,14,1920,1080,yolov5n,local
648,19441,,1756489270123356,,,,1756489270137919,1756489271031617,0,0,20013,893698,873685,58670,17,1920,1080,yolov5n,local
661,19831,,1756489271000064,,,,1756489271014860,1756489271900703,0,0,20289,885843,865554,59147,15,1920,1080,yolov5n,local
673,20191,,1756489271810216,,,,1756489271823008,1756489272762991,0,0,78629,939983,861354,58283,14,1920,1080,yolov5n,local
686,20581,,1756489272684709,,,,1756489272699203,1756489273632567,0,0,63634,933364,869730,59711,17,1920,1080,yolov5n,local
699,20971,,1756489273561797,,,,1756489273575202,1756489274495788,0,0,55394,920586,865192,58249,12,1920,1080,yolov5n,local
712,21361,,1756489274438421,,,,1756489274452706,1756489275361095,0,0,42730,908389,865659,59377,19,1920,1080,yolov5n,local
725,21751,,1756489275314576,,,,1756489275328505,1756489276231760,0,0,33618,903255,869637,57849,15,1920,1080,yolov5n,local
738,22141,,1756489276192223,,,,1756489276204292,1756489277102643,0,0,26546,898351,871805,57744,15,1920,1080,yolov5n,local
751,22531,,1756489277066368,,,,1756489277081018,1756489277968295,0,0,21709,887277,865568,57569,16,1920,1080,yolov5n,local
764,22921,,1756489277944761,,,,1756489277958272,1756489278838160,0,0,10850,879888,869038,56866,12,1920,1080,yolov5n,local
776,23281,,1756489278752840,,,,1756489278766817,1756489279706432,0,0,74432,939615,865183,57412,13,1920,1080,yolov5n,local
789,23671,,1756489279627636,,,,1756489279641635,1756489280570413,0,0,65268,928778,863510,56790,11,1920,1080,yolov5n,local
802,24061,,1756489280500896,,,,1756489280515126,1756489281433213,0,0,52270,918087,865817,58207,15,1920,1080,yolov5n,local
815,24451,,1756489281376547,,,,1756489281391856,1756489282304540,0,0,43461,912684,869223,57763,11,1920,1080,yolov5n,local
828,24841,,1756489282251268,,,,1756489282265471,1756489283173476,0,0,37341,908005,870664,58953,19,1920,1080,yolov5n,local
841,25231,,1756489283125984,,,,1756489283140615,1756489284050493,0,0,33222,909878,876656,57231,14,1920,1080,yolov5n,local
854,25621,,1756489284001124,,,,1756489284014517,1756489284919518,0,0,36303,905001,868698,57127,16,1920,1080,yolov5n,local
867,26011,,1756489284875107,,,,1756489284889807,1756489285797987,0,0,31471,908180,876709,59246,19,1920,1080,yolov5n,local
880,26401,,1756489285750031,,,,1756489285764442,1756489286665960,0,0,32216,901518,869302,56834,11,1920,1080,yolov5n,local
893,26791,,1756489286626298,,,,1756489286640072,1756489287534327,0,0,26230,894255,868025,56449,10,1920,1080,yolov5n,local
906,27181,,1756489287502763,,,,1756489287516992,1756489288403708,0,0,17698,886716,869018,56257,11,1920,1080,yolov5n,local
919,27571,,1756489288378034,,,,1756489288392878,1756489289275109,0,0,12196,882231,870035,57455,20,1920,1080,yolov5n,local
931,27931,,1756489289188170,,,,1756489289200910,1756489290147952,0,0,76659,947042,870383,58663,16,1920,1080,yolov5n,local
944,28321,,1756489290064611,,,,1756489290075793,1756489291023290,0,0,70988,947497,876509,58081,21,1920,1080,yolov5n,local
957,28711,,1756489290937940,,,,1756489290950530,1756489291894793,0,0,73924,944263,870339,56672,16,1920,1080,yolov5n,local
970,29101,,1756489291808965,,,,1756489291826394,1756489292767389,0,0,66634,940995,874361,56801,16,1920,1080,yolov5n,local
983,29491,,1756489292688933,,,,1756489292703462,1756489293637997,0,0,66623,934535,867912,55933,10,1920,1080,yolov5n,local
996,29881,,1756489293562824,,,,1756489293577420,1756489294497506,0,0,58827,920086,861259,57451,13,1920,1080,yolov5n,local
1009,271,,1756489294439555,,,,1756489294452797,1756489295368701,0,0,43681,915904,872223,60144,16,1920,1080,yolov5n,local
1022,661,,1756489295314812,,,,1756489295328926,1756489296243868,0,0,40885,914942,874057,60507,20,1920,1080,yolov5n,local
1035,1051,,1756489296191458,,,,1756489296205779,1756489297113519,0,0,37573,907740,870167,57366,13,1920,1080,yolov5n,local
1048,1441,,1756489297068411,,,,1756489297082945,1756489297976772,0,0,31348,893827,862479,58266,13,1920,1080,yolov5n,local
1061,1831,,1756489297945565,,,,1756489297959690,1756489298845903,0,0,16970,886213,869243,60233,12,1920,1080,yolov5n,local
1074,2221,,1756489298820153,,,,1756489298834940,1756489299715988,0,0,17767,881048,863281,61167,17,1920,1080,yolov5n,local
1086,2581,,1756489299632222,,,,1756489299645263,1756489300584014,0,0,67625,938751,871126,65367,17,1920,1080,yolov5n,local
1099,2971,,1756489300507895,,,,1756489300522242,1756489301454472,0,0,62982,932230,869248,58815,15,1920,1080,yolov5n,local
1112,3361,,1756489301383014,,,,1756489301397349,1756489302322756,0,0,56485,925407,868922,60502,11,1920,1080,yolov5n,local
