sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756496878133222,,,,1756496878111569,1756496882340238,0,0,41793,4228669,4186876,129971,23,1920,1080,yolov5m,local
5,151,,1756496882322665,,,,1756496879119825,1756496886669190,0,0,3214619,7549365,4334746,60166,26,1920,1080,yolov5m,local
20,601,,1756496882325809,,,,1756496882141245,1756496890941782,0,0,4582442,8800537,4218095,60105,29,1920,1080,yolov5m,local
63,1891,,1756496890799526,,,,1756496890799976,1756496895225732,0,0,91211,4425756,4334545,60692,26,1920,1080,yolov5m,local
84,2521,,1756496895024788,,,,1756496895030086,1756496899469440,0,0,197671,4439354,4241683,66752,35,1920,1080,yolov5m,local
105,3151,,1756496899258836,,,,1756496899261136,1756496903844772,0,0,252500,4583636,4331136,58613,18,1920,1080,yolov5m,local
127,3811,,1756496903692119,,,,1756496903691515,1756496908160053,0,0,105493,4468538,4363045,58266,16,1920,1080,yolov5m,local
149,4471,,1756496908121597,,,,1756496908123540,1756496912487299,0,0,36853,4363759,4326906,58188,14,1920,1080,yolov5m,local
170,5101,,1756496912349179,,,,1756496912351576,1756496916821918,0,0,136183,4470342,4334159,61128,19,1920,1080,yolov5m,local
192,5761,,1756496916779729,,,,1756496916782052,1756496921150308,0,0,118777,4368256,4249479,57182,20,1920,1080,yolov5m,local
213,6391,,1756496921008179,,,,1756496921010443,1756496925448562,0,0,86599,4438119,4351520,56766,18,1920,1080,yolov5m,local
234,7021,,1756496925240434,,,,1756496925241136,1756496929755107,0,0,185210,4513971,4328761,57341,18,1920,1080,yolov5m,local
256,7681,,1756496929669877,,,,1756496929672083,1756496934110202,0,0,83116,4438119,4355003,57005,22,1920,1080,yolov5m,local
277,8311,,1756496933899247,,,,1756496933901776,1756496938453797,0,0,212226,4552021,4339795,57825,20,1920,1080,yolov5m,local
299,8971,,1756496938329197,,,,1756496938331866,1756496942858718,0,0,162253,4526852,4364599,57148,15,1920,1080,yolov5m,local
321,9631,,1756496942759498,,,,1756496942762234,1756496947198867,0,0,96558,4436633,4340075,58255,24,1920,1080,yolov5m,local
342,10261,,1756496946991243,,,,1756496946993397,1756496951564582,0,0,205235,4571185,4365950,56862,18,1920,1080,yolov5m,local
364,10921,,1756496951419915,,,,1756496951422550,1756496955879663,0,0,98098,4457113,4359015,59382,25,1920,1080,yolov5m,local
386,11581,,1756496955854424,,,,1756496955854786,1756496960270966,0,0,46947,4416180,4369233,60155,25,1920,1080,yolov5m,local
407,12211,,1756496960083069,,,,1756496960085564,1756496964671796,0,0,246553,4586232,4339679,58129,16,1920,1080,yolov5m,local
429,12871,,1756496964518989,,,,1756496964519135,1756496968961945,0,0,73649,4442810,4369161,57413,16,1920,1080,yolov5m,local
450,13501,,1756496968745042,,,,1756496968747184,1756496973303557,0,0,217423,4556373,4338950,58684,21,1920,1080,yolov5m,local
472,14161,,1756496973181331,,,,1756496973180929,1756496977671127,0,0,121308,4490198,4368890,58150,19,1920,1080,yolov5m,local
494,14821,,1756496977616537,,,,1756496977613835,1756496981977101,0,0,56763,4363266,4306503,58086,20,1920,1080,yolov5m,local
515,15451,,1756496981838443,,,,1756496981841552,1756496986481307,0,0,242060,4639755,4397695,57834,17,1920,1080,yolov5m,local
537,16111,,1756496986271030,,,,1756496986272471,1756496990713031,0,0,100642,4440560,4339918,58276,18,1920,1080,yolov5m,local
559,16771,,1756496990701253,,,,1756496990704883,1756496995100771,0,0,13021,4395888,4382867,59232,29,1920,1080,yolov5m,local
580,17401,,1756496994932558,,,,1756496994933450,1756496999365705,0,0,233592,4432255,4198663,59630,19,1920,1080,yolov5m,local
601,18031,,1756496999158659,,,,1756496999161551,1756497003685341,0,0,149542,4523790,4374248,59757,25,1920,1080,yolov5m,local
623,18691,,1756497003591330,,,,1756497003591251,1756497008026930,0,0,93342,4435679,4342337,59419,28,1920,1080,yolov5m,local
644,19321,,1756497007818338,,,,1756497007821913,1756497012274453,0,0,191544,4452540,4260996,59455,22,1920,1080,yolov5m,local
666,19981,,1756497012246797,,,,1756497012250381,1756497016685885,0,0,92604,4435504,4342900,59575,22,1920,1080,yolov5m,local
687,20611,,1756497016475688,,,,1756497016481233,1756497020995498,0,0,160815,4514265,4353450,59480,21,1920,1080,yolov5m,local
709,21271,,1756497020908672,,,,1756497020912678,1756497025300529,0,0,62711,4387851,4325140,60435,29,1920,1080,yolov5m,local
730,21901,,1756497025140137,,,,1756497025144026,1756497029696034,0,0,208519,4552008,4343489,57866,20,1920,1080,yolov5m,local
752,22561,,1756497029574595,,,,1756497029576766,1756497034010365,0,0,112568,4433599,4321031,57169,18,1920,1080,yolov5m,local
773,23191,,1756497033802886,,,,1756497033806887,1756497038319526,0,0,158732,4512639,4353907,58512,21,1920,1080,yolov5m,local
795,23851,,1756497038232694,,,,1756497038236894,1756497042662249,0,0,83389,4425355,4341966,57193,19,1920,1080,yolov5m,local
816,24481,,1756497042462690,,,,1756497042466814,1756497047027172,0,0,195737,4560358,4364621,57343,18,1920,1080,yolov5m,local
838,25141,,1756497046889639,,,,1756497046896971,1756497051366261,0,0,126820,4469290,4342470,57392,24,1920,1080,yolov5m,local
860,25801,,1756497051323120,,,,1756497051326534,1756497055759818,0,0,64835,4433284,4368449,57146,21,1920,1080,yolov5m,local
881,26431,,1756497055554331,,,,1756497055555183,1756497060110676,0,0,214518,4555493,4340975,57111,18,1920,1080,yolov5m,local
903,27091,,1756497059984111,,,,1756497059986424,1756497064419538,0,0,116876,4433114,4316238,56924,19,1920,1080,yolov5m,local
924,27721,,1756497064211431,,,,1756497064215066,1756497068814581,0,0,244317,4599515,4355198,59317,30,1920,1080,yolov5m,local
946,28381,,1756497068641913,,,,1756497068646132,1756497073010848,0,0,105071,4364716,4259645,58557,23,1920,1080,yolov5m,local
967,29011,,1756497072871791,,,,1756497072876033,1756497077334683,0,0,133533,4458650,4325117,56852,18,1920,1080,yolov5m,local
989,29671,,1756497077304904,,,,1756497077306685,1756497081723250,0,0,145848,4416565,4270717,55943,19,1920,1080,yolov5m,local
1010,301,,1756497081536448,,,,1756497081536538,1756497085970197,0,0,109698,4433659,4323961,59327,23,1920,1080,yolov5m,local
1031,931,,1756497085761034,,,,1756497085765485,1756497090201309,0,0,172273,4435824,4263551,58654,23,1920,1080,yolov5m,local
1052,1561,,1756497089990322,,,,1756497089996605,1756497094514205,0,0,198382,4517600,4319218,58704,16,1920,1080,yolov5m,local
1074,2221,,1756497094424816,,,,1756497094426182,1756497098817328,0,0,161828,4391146,4229318,61167,26,1920,1080,yolov5m,local
1095,2851,,1756497098651621,,,,1756497098654503,1756497103016646,0,0,131919,4362143,4230224,59339,24,1920,1080,yolov5m,local
1116,3481,,1756497102882309,,,,1756497102884781,1756497107195022,0,0,91401,4310241,4218840,58927,17,1920,1080,yolov5m,local
1137,4111,,1756497107108878,,,,1756497107112553,1756497111515919,0,0,141300,4403366,4262066,58674,20,1920,1080,yolov5m,local
1158,4741,,1756497111336676,,,,1756497111341354,1756497115785235,0,0,113353,4443881,4330528,58126,15,1920,1080,yolov5m,local
1180,5401,,1756497115764633,,,,1756497115769399,1756497120047530,0,0,19385,4278131,4258746,59618,18,1920,1080,yolov5m,local
1201,6031,,1756497119992146,,,,1756497120000047,1756497124373041,0,0,48720,4372994,4324274,58877,29,1920,1080,yolov5m,local
