sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
1,31,,1756497508488255,1756497508488385,1756497508547662,1756497508949702,1756497508496476,1756497509106595,130,402040,207949,610119,402017,58702,29,1920,1080,yolov5m,offload
2,61,,1756497508692343,1756497508692461,1756497509009987,1756497509287630,1756497508698295,1756497509307251,118,277643,331195,608956,277620,59277,29,1920,1080,yolov5m,offload
3,91,,1756497508893304,1756497508893427,1756497509289485,1756497509598140,1756497508900120,1756497509603971,123,308655,395073,703851,308632,59805,31,1920,1080,yolov5m,offload
4,121,,1756497509094820,1756497509094967,1756497509599926,1756497509881743,1756497509102050,1756497509910995,147,281817,526981,808945,281797,59874,28,1920,1080,yolov5m,offload
5,151,,1756497509295270,1756497509295391,1756497509883560,1756497510193893,1756497509303395,1756497510267377,121,310333,653528,963982,310314,60166,27,1920,1080,yolov5m,offload
6,181,,1756497509500276,1756497509500402,1756497510195622,1756497510477196,1756497509505064,1756497510483078,126,281574,696314,978014,281553,59562,29,1920,1080,yolov5m,offload
7,211,,1756497509699401,1756497509699529,1756497510478970,1756497510793596,1756497509706647,1756497510886664,128,314626,865263,1180017,314589,59839,27,1920,1080,yolov5m,offload
8,241,,1756497509899370,1756497509899496,1756497510795342,1756497511079983,1756497509907452,1756497511119317,126,284641,927098,1211865,284621,59642,29,1920,1080,yolov5m,offload
9,271,,1756497510100643,1756497510100768,1756497511081847,1756497511397539,1756497510108786,1756497511496219,125,315692,1071616,1387433,315671,60144,29,1920,1080,yolov5m,offload
10,301,,1756497510302061,1756497510302185,1756497511399273,1756497511681813,1756497510309773,1756497511701174,124,282540,1108737,1391401,282520,59327,27,1920,1080,yolov5m,offload
11,331,,1756497510502495,1756497510502622,1756497511683567,1756497511995732,1756497510510745,1756497512110657,127,312165,1287620,1599912,312145,59211,26,1920,1080,yolov5m,offload
12,361,,1756497510703511,1756497510703638,1756497511997509,1756497512280960,1756497510711646,1756497512315967,127,283451,1320743,1604321,283432,59100,28,1920,1080,yolov5m,offload
13,391,,1756497510904024,1756497510904153,1756497512282725,1756497512595540,1756497510912341,1756497512622004,129,312815,1396719,1709663,312797,58963,24,1920,1080,yolov5m,offload
14,421,,1756497511107482,1756497511107609,1756497512597377,1756497512879360,1756497511114243,1756497512885477,127,281983,1489124,1771234,281964,59168,25,1920,1080,yolov5m,offload
15,451,,1756497511307762,1756497511307886,1756497512881188,1756497513193502,1756497511315990,1756497513237004,124,312314,1608576,1921014,312294,59162,27,1920,1080,yolov5m,offload
16,481,,1756497511509716,1756497511509843,1756497513195129,1756497513482431,1756497511517618,1756497513548518,127,287302,1743471,2030900,287281,58983,27,1920,1080,yolov5m,offload
17,511,,1756497511710530,1756497511710657,1756497513484327,1756497513780015,1756497511718575,1756497513785946,127,295688,1771556,2067371,295669,59438,27,1920,1080,yolov5m,offload
18,541,,1756497511912045,1756497511912168,1756497513781779,1756497514081254,1756497511919472,1756497514137071,123,299475,1918001,2217599,299453,59086,33,1920,1080,yolov5m,offload
19,571,,1756497512112793,1756497512112914,1756497514083115,1756497514397811,1756497512121049,1756497514402444,121,314696,1966578,2281395,314675,58911,28,1920,1080,yolov5m,offload
20,601,,1756497512314026,1756497512314155,1756497514399541,1756497514692730,1756497512322375,1756497514742975,129,293189,2127282,2420600,293169,60105,30,1920,1080,yolov5m,offload
21,631,,1756497512513149,1756497512513276,1756497514694492,1756497515014359,1756497512524256,1756497515018991,127,319867,2174741,2494735,319783,60197,28,1920,1080,yolov5m,offload
22,661,,1756497512717521,1756497512717646,1756497515015959,1756497515303205,1756497512725692,1756497515345649,125,287246,2332586,2619957,287222,60507,34,1920,1080,yolov5m,offload
