sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756487316217160,1756487316217318,1756487316307071,1756487316565492,1756487316196949,1756487316603304,158,258421,147776,406355,258402,129971,21,1920,1080,yolov5n,offload
1,31,,1756487316400003,1756487316400130,1756487316596006,1756487316778882,1756487316398647,1756487316806415,127,182876,224765,407768,182857,58702,18,1920,1080,yolov5n,offload
2,61,,1756487316595929,1756487316596045,1756487316809354,1756487317006111,1756487316599532,1756487317021910,116,196757,225505,422378,196739,59277,22,1920,1080,yolov5n,offload
3,91,,1756487316799271,1756487316799395,1756487317007163,1756487317198227,1756487316801093,1756487317215582,124,191064,223301,414489,191046,59805,23,1920,1080,yolov5n,offload
4,121,,1756487316999597,1756487316999725,1756487317199329,1756487317374139,1756487317003219,1756487317411260,128,174810,233103,408041,174792,59874,23,1920,1080,yolov5n,offload
5,151,,1756487317202263,1756487317202379,1756487317375192,1756487317524644,1756487317204685,1756487317610311,116,149452,256058,405626,149433,60166,23,1920,1080,yolov5n,offload
6,181,,1756487317405640,1756487317405764,1756487317525759,1756487317673404,1756487317405334,1756487317729304,124,147645,176201,323970,147629,59562,21,1920,1080,yolov5n,offload
7,211,,1756487317608017,1756487317608143,1756487317674325,1756487317818389,1756487317607016,1756487317835756,126,144064,84550,228740,144044,59839,23,1920,1080,yolov5n,offload
8,241,,1756487317805453,1756487317805579,1756487317849187,1756487317993866,1756487317809021,1756487318014178,126,144679,60352,205157,144660,59642,23,1920,1080,yolov5n,offload
9,271,,1756487318007003,1756487318007130,1756487318048375,1756487318191597,1756487318010443,1756487318215317,127,143222,61525,204874,143206,60144,22,1920,1080,yolov5n,offload
10,301,,1756487318208473,1756487318208599,1756487318247361,1756487318390210,1756487318211962,1756487318418313,126,142849,63376,206351,142830,59327,20,1920,1080,yolov5n,offload
11,331,,1756487318410974,1756487318411098,1756487318449944,1756487318593014,1756487318414088,1756487318621259,124,143070,63977,207171,143051,59211,20,1920,1080,yolov5n,offload
12,361,,1756487318613485,1756487318613609,1756487318652443,1756487318795501,1756487318616091,1756487318822083,124,143058,62810,205992,143041,59100,22,1920,1080,yolov5n,offload
13,391,,1756487318814890,1756487318815019,1756487318853371,1756487318997530,1756487318818026,1756487319024032,129,144159,61718,206006,144140,58963,21,1920,1080,yolov5n,offload
14,421,,1756487319016277,1756487319016404,1756487319057566,1756487319200386,1756487319019638,1756487319225365,127,142820,62780,205727,142804,59168,20,1920,1080,yolov5n,offload
15,451,,1756487319218108,1756487319218230,1756487319259252,1756487319402147,1756487319220831,1756487319426673,122,142895,62825,205842,142879,59162,20,1920,1080,yolov5n,offload
