sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
257,7711,,1756489873825114,1756489873825241,1756489873890470,1756489874025680,1756489873842627,1756489874032351,127,135210,54387,189724,135192,57449,20,1920,1080,yolov5n,offload
259,7771,,1756489873957337,1756489873957469,1756489874026000,1756489874162735,1756489873976492,1756489874169334,132,136735,55975,192842,136718,58271,22,1920,1080,yolov5n,offload
261,7831,,1756489874095181,1756489874095307,1756489874162988,1756489874298407,1756489874110478,1756489874305543,126,135419,59520,195065,135403,57727,19,1920,1080,yolov5n,offload
263,7891,,1756489874227103,1756489874227231,1756489874298718,1756489874432637,1756489874244330,1756489874439179,128,133919,60802,194849,133900,57799,21,1920,1080,yolov5n,offload
265,7951,,1756489874360467,1756489874360598,1756489874432891,1756489874568227,1756489874378603,1756489874574726,131,135336,60656,196123,135319,57495,20,1920,1080,yolov5n,offload
267,8011,,1756489874491831,1756489874491957,1756489874568530,1756489874703853,1756489874513318,1756489874710441,126,135323,61674,197123,135308,57205,17,1920,1080,yolov5n,offload
269,8071,,1756489874631761,1756489874631879,1756489874704156,1756489874838653,1756489874648819,1756489874845074,118,134497,61640,196255,134481,58404,16,1920,1080,yolov5n,offload
271,8131,,1756489874765150,1756489874765275,1756489874838942,1756489874976751,1756489874782468,1756489874983185,125,137809,62783,200717,137795,57979,15,1920,1080,yolov5n,offload
273,8191,,1756489874899097,1756489874899222,1756489874977025,1756489875111321,1756489874917109,1756489875117733,125,134296,66203,200624,134281,57851,15,1920,1080,yolov5n,offload
275,8251,,1756489875033863,1756489875033998,1756489875111576,1756489875249878,1756489875051807,1756489875256063,135,138302,65819,204256,138288,57591,17,1920,1080,yolov5n,offload
277,8311,,1756489875171314,1756489875171440,1756489875250135,1756489875387375,1756489875186672,1756489875393813,126,137240,69775,207141,137226,57825,14,1920,1080,yolov5n,offload
279,8371,,1756489875303001,1756489875303129,1756489875387616,1756489875522540,1756489875320732,1756489875529014,128,134924,73230,208282,134908,57954,18,1920,1080,yolov5n,offload
281,8431,,1756489875436467,1756489875436592,1756489875522799,1756489875658015,1756489875454544,1756489875664881,125,135216,74996,210337,135200,58621,20,1920,1080,yolov5n,offload
283,8491,,1756489875572422,1756489875572554,1756489875658377,1756489875794048,1756489875589704,1756489875800810,132,135671,75303,211106,135654,58668,19,1920,1080,yolov5n,offload
285,8551,,1756489875706363,1756489875706493,1756489875794415,1756489875933229,1756489875723562,1756489875940358,130,138814,77852,216796,138797,58726,19,1920,1080,yolov5n,offload
287,8611,,1756489875840517,1756489875840644,1756489875933526,1756489876070827,1756489875858507,1756489876077267,127,137301,81332,218760,137284,59296,18,1920,1080,yolov5n,offload
289,8671,,1756489875976972,1756489875977102,1756489876071102,1756489876207234,1756489875994100,1756489876216771,130,136132,86409,222671,136111,59577,22,1920,1080,yolov5n,offload
291,8731,,1756489876110677,1756489876110804,1756489876207721,1756489876343656,1756489876128680,1756489876350113,127,135935,85371,221433,135863,59693,17,1920,1080,yolov5n,offload
293,8791,,1756489876245155,1756489876245288,1756489876344369,1756489876479614,1756489876263176,1756489876486590,133,135245,88036,223414,135220,58530,15,1920,1080,yolov5n,offload
295,8851,,1756489876379796,1756489876379921,1756489876480069,1756489876615560,1756489876397815,1756489876622048,125,135491,88617,224233,135476,58644,14,1920,1080,yolov5n,offload
297,8911,,1756489876511642,1756489876511767,1756489876616128,1756489876749107,1756489876532258,1756489876755829,125,132979,90467,223571,132963,58768,16,1920,1080,yolov5n,offload
299,8971,,1756489876651248,1756489876651375,1756489876749342,1756489876884100,1756489876667731,1756489876890715,127,134758,88099,222984,134745,57148,13,1920,1080,yolov5n,offload
301,9031,,1756489876783051,1756489876783179,1756489876884363,1756489877024163,1756489876801506,1756489877030748,128,139800,89314,229242,139787,57166,13,1920,1080,yolov5n,offload
303,9091,,1756489876918244,1756489876918373,1756489877024826,1756489877161824,1756489876936392,1756489877168517,129,136998,94998,232125,136984,58122,17,1920,1080,yolov5n,offload
305,9151,,1756489877052763,1756489877052891,1756489877162076,1756489877300196,1756489877071456,1756489877306604,128,138120,96900,235148,138105,57804,16,1920,1080,yolov5n,offload
307,9211,,1756489877189629,1756489877189762,1756489877300479,1756489877436371,1756489877206928,1756489877443265,133,135892,100312,236337,135876,57513,19,1920,1080,yolov5n,offload
309,9271,,1756489877325041,1756489877325169,1756489877436712,1756489877570317,1756489877341007,1756489877577268,128,133605,102528,236261,133590,58000,18,1920,1080,yolov5n,offload
311,9331,,1756489877457572,1756489877457704,1756489877570586,1756489877706807,1756489877475660,1756489877713568,132,136221,101555,237908,136206,58864,20,1920,1080,yolov5n,offload
313,9391,,1756489877591620,1756489877591748,1756489877707067,1756489877842503,1756489877609672,1756489877849369,128,135436,104133,239697,135420,57824,16,1920,1080,yolov5n,offload
315,9451,,1756489877726208,1756489877726333,1756489877842764,1756489877978427,1756489877744275,1756489877985155,125,135663,105092,240880,135649,57740,17,1920,1080,yolov5n,offload
317,9511,,1756489877859010,1756489877859137,1756489877978676,1756489878117119,1756489877880044,1756489878123692,127,138443,105078,243648,138429,57983,17,1920,1080,yolov5n,offload
319,9571,,1756489877996818,1756489877996948,1756489878117381,1756489878256005,1756489878014832,1756489878262650,130,138624,109064,247818,138610,57253,18,1920,1080,yolov5n,offload
321,9631,,1756489878131079,1756489878131211,1756489878256255,1756489878394530,1756489878149095,1756489878401361,132,138275,113859,252266,138260,58255,20,1920,1080,yolov5n,offload
324,9721,,1756489878334000,1756489878334126,1756489878394737,1756489878530761,1756489878351803,1756489878537246,126,136024,49293,185443,136005,57861,23,1920,1080,yolov5n,offload
326,9781,,1756489878469364,1756489878469490,1756489878530998,1756489878666685,1756489878485506,1756489878673164,126,135687,51845,187658,135669,57591,23,1920,1080,yolov5n,offload
328,9841,,1756489878603478,1756489878603606,1756489878666907,1756489878801509,1756489878619395,1756489878808111,128,134602,53986,188716,134587,57781,16,1920,1080,yolov5n,offload
330,9901,,1756489878737068,1756489878737194,1756489878801766,1756489878935889,1756489878754340,1756489878943071,126,134123,54482,188731,134110,56364,13,1920,1080,yolov5n,offload
332,9961,,1756489878871530,1756489878871653,1756489878936122,1756489879070847,1756489878889273,1756489879080974,123,134725,56853,191701,134710,56161,17,1920,1080,yolov5n,offload
334,10021,,1756489879006679,1756489879006806,1756489879071088,1756489879205212,1756489879024301,1756489879211628,127,134124,53076,187327,134110,56365,13,1920,1080,yolov5n,offload
336,10081,,1756489879141451,1756489879141576,1756489879205439,1756489879339719,1756489879159287,1756489879350998,125,134280,57306,191711,134266,56594,13,1920,1080,yolov5n,offload
337,10111,,1756489879209579,1756489879209703,1756489879339955,1756489879474399,1756489879227024,1756489879481022,124,134444,119430,253998,134432,56298,14,1920,1080,yolov5n,offload
340,10201,,1756489879411282,1756489879411408,1756489879474733,1756489879609743,1756489879429161,1756489879616271,126,135010,51974,187110,134997,56082,12,1920,1080,yolov5n,offload
342,10261,,1756489879546276,1756489879546404,1756489879609984,1756489879746862,1756489879564199,1756489879753289,128,136878,52084,189090,136865,56862,14,1920,1080,yolov5n,offload
344,10321,,1756489879680524,1756489879680647,1756489879747117,1756489879882016,1756489879698415,1756489879888654,123,134899,55217,190239,134883,57253,16,1920,1080,yolov5n,offload
346,10381,,1756489879814605,1756489879814731,1756489879882259,1756489880017392,1756489879832438,1756489880024001,126,135133,56304,191563,135118,57531,18,1920,1080,yolov5n,offload
348,10441,,1756489879950011,1756489879950134,1756489880017616,1756489880154897,1756489879967799,1756489880161547,123,137281,56344,193748,137267,57421,15,1920,1080,yolov5n,offload
350,10501,,1756489880086299,1756489880086426,1756489880155179,1756489880290629,1756489880102178,1756489880297228,127,135450,59473,195050,135435,58209,19,1920,1080,yolov5n,offload
352,10561,,1756489880219819,1756489880219945,1756489880290866,1756489880425684,1756489880237628,1756489880432055,126,134818,59483,194427,134803,58469,16,1920,1080,yolov5n,offload
354,10621,,1756489880353741,1756489880353868,1756489880425939,1756489880561746,1756489880371529,1756489880568181,127,135807,60718,196652,135791,59629,19,1920,1080,yolov5n,offload
