sequence_id,frame_number,pi_hostname,pi_capture_start,pi_sent_to_jetson,jetson_received,jetson_sent_result,controller_sent_pulse,controller_received,pi_overhead_us,jetson_overhead_us,network_latency_us,total_latency_us,inference_us,frame_size_bytes,detection_count,image_width,image_height,model_name,experiment_mode
0,1,,1756491132467215,1756491132467373,1756491132587343,1756491132882166,1756491132410473,1756491132898641,158,294823,193187,488168,294801,129971,29,1920,1080,yolov5s,offload
1,31,,1756491133391470,1756491133391599,1756491133462322,1756491133720535,1756491133411551,1756491133820349,129,258213,150456,408798,258195,58702,26,1920,1080,yolov5s,offload
2,61,,1756491134392492,1756491134392607,1756491134463385,1756491134728786,1756491134412536,1756491134741936,115,265401,63884,329400,265377,59277,31,1920,1080,yolov5s,offload
3,91,,1756491135394000,1756491135394123,1756491135463645,1756491135720466,1756491135414243,1756491135765945,123,256821,94758,351702,256776,59805,32,1920,1080,yolov5s,offload
4,121,,1756491136396076,1756491136396202,1756491136465500,1756491136729827,1756491136416178,1756491136734385,126,264327,53754,318207,264301,59874,34,1920,1080,yolov5s,offload
5,151,,1756491137398291,1756491137398409,1756491137483193,1756491137770152,1756491137417650,1756491137814272,118,286959,109545,396622,286937,60166,28,1920,1080,yolov5s,offload
6,181,,1756491138398237,1756491138398359,1756491138484081,1756491138822849,1756491138418504,1756491138827342,122,338768,69948,408838,338745,59562,34,1920,1080,yolov5s,offload
7,211,,1756491139400235,1756491139400360,1756491139487342,1756491139782011,1756491139419528,1756491139861935,125,294669,147613,442407,294650,59839,26,1920,1080,yolov5s,offload
8,241,,1756491140401175,1756491140401286,1756491140484584,1756491140766342,1756491140421096,1756491140783810,111,281758,80845,362714,281737,59642,28,1920,1080,yolov5s,offload
9,271,,1756491141402976,1756491141403113,1756491141486508,1756491141771290,1756491141423083,1756491141807527,137,284782,99525,384444,284761,60144,26,1920,1080,yolov5s,offload
10,301,,1756491142404458,1756491142404579,1756491142487353,1756491142767534,1756491142424726,1756491142773643,121,280181,68615,348917,280158,59327,31,1920,1080,yolov5s,offload
11,331,,1756491143405943,1756491143406068,1756491143491067,1756491143797596,1756491143425898,1756491143801897,125,306529,69345,375999,306506,59211,28,1920,1080,yolov5s,offload
12,361,,1756491144407662,1756491144407785,1756491144491737,1756491144818057,1756491144427100,1756491144879605,123,326320,126062,452505,326301,59100,23,1920,1080,yolov5s,offload
13,391,,1756491145409234,1756491145409359,1756491145492028,1756491145790876,1756491145428643,1756491145903635,125,298848,176019,474992,298827,58963,25,1920,1080,yolov5s,offload
14,421,,1756491146420569,1756491146420692,1756491146507361,1756491146673478,1756491146429621,1756491146677734,123,166117,81873,248113,166098,59168,24,1920,1080,yolov5s,offload
15,451,,1756491147410787,1756491147410929,1756491147485355,1756491147833163,1756491147431046,1756491147849322,142,347808,70326,418276,347789,59162,24,1920,1080,yolov5s,offload
